job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB00540,Store Manager,Parkway Square,Retail,Siem Reap,Internship,Senior,1675,4647,"Adobe Photoshop, Python, PowerPoint","Khmer, English, Chinese",Master,2025-10-20,True,We are seeking a talented Store Manager to join Parkway Square. This position offers competitive salary and benefits in Retail.
JOB00541,Restaurant Manager,Park Hyatt Siem Reap,Hospitality/Tourism,Takeo,Part-time,Executive,2979,5563,"Communication, Data Analysis, Driving License, Chinese","Khmer, English",PhD,2025-09-27,True,We are seeking a talented Restaurant Manager to join Park Hyatt Siem Reap. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00542,Marketing Coordinator,Borey Peng Huoth,Real Estate,Phnom Penh,Part-time,Executive,2564,6652,"PHP, Photography, Customer Service, Data Analysis, Video Editing, Node.js","Khmer, English, French",Bachelor,2025-08-15,False,We are seeking a talented Marketing Coordinator to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB00543,School Administrator,Zaman University,Education,Kampong Cham,Internship,Entry Level,338,593,"Data Analysis, Video Editing, Accounting, Photography, Problem Solving","Khmer, English",PhD,2025-09-07,True,We are seeking a talented School Administrator to join Zaman University. This position offers competitive salary and benefits in Education.
JOB00544,Librarian,Zaman University,Education,Takeo,Full-time,Mid Level,982,1395,"PowerPoint, Time Management, Project Management, PHP","Khmer, English",Master,2025-10-18,False,We are seeking a talented Librarian to join Zaman University. This position offers competitive salary and benefits in Education.
JOB00545,Front Desk Officer,Tara Boat,Hospitality/Tourism,Takeo,Internship,Entry Level,279,833,"Leadership, Communication, SQL, Khmer",Khmer,High School,2025-09-19,True,We are seeking a talented Front Desk Officer to join Tara Boat. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00546,Admin Assistant,Oxfam Cambodia,NGO/Non-Profit,Phnom Penh,Full-time,Executive,2398,8249,"Node.js, Microsoft Office, Digital Marketing, Khmer, French",English,High School,2025-11-29,False,We are seeking a talented Admin Assistant to join Oxfam Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00547,Quantity Surveyor,Thai Boon Roong,Construction,Kampong Cham,Part-time,Executive,2287,8856,"JavaScript, React, Accounting, Project Management",Khmer,PhD,2025-09-06,True,We are seeking a talented Quantity Surveyor to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB00548,Accountant,Canadia Bank,Banking/Finance,Kampong Thom,Part-time,Senior,1157,4304,"SQL, Communication, English, Java","Khmer, English, French",None,2025-09-16,True,We are seeking a talented Accountant to join Canadia Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB00549,Community Mobilizer,Save the Children Cambodia,NGO/Non-Profit,Phnom Penh,Internship,Entry Level,303,504,"Problem Solving, Adobe Photoshop, Customer Service, HTML/CSS",Khmer,Master,2025-12-06,True,We are seeking a talented Community Mobilizer to join Save the Children Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00550,Delivery Driver,sabay.com,E-commerce,Sihanoukville,Part-time,Entry Level,206,598,"Photography, React, Digital Marketing","Khmer, English, Chinese",PhD,2025-09-20,True,We are seeking a talented Delivery Driver to join sabay.com. This position offers competitive salary and benefits in E-commerce.
JOB00551,Marketing Coordinator,Borey Peng Huoth,Real Estate,Battambang,Part-time,Executive,2876,5989,"Social Media, Digital Marketing, Accounting",Khmer,Master,2025-09-17,True,We are seeking a talented Marketing Coordinator to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB00552,Data Analyst,SabaiCode,IT/Software,Kampong Cham,Contract,Executive,2450,5540,"PHP, Communication, Photography","Khmer, English, Chinese",PhD,2025-10-07,True,We are seeking a talented Data Analyst to join SabaiCode. This position offers competitive salary and benefits in IT/Software.
JOB00553,Fleet Coordinator,Cambodia Post,Transportation,Takeo,Part-time,Entry Level,303,832,"Accounting, Digital Marketing, Chinese, PHP, SEO",Khmer,PhD,2025-08-15,False,We are seeking a talented Fleet Coordinator to join Cambodia Post. This position offers competitive salary and benefits in Transportation.
JOB00554,Academic Coordinator,Zaman University,Education,Phnom Penh,Part-time,Mid Level,915,2403,"Node.js, Data Analysis, Problem Solving",English,Diploma,2025-09-21,True,We are seeking a talented Academic Coordinator to join Zaman University. This position offers competitive salary and benefits in Education.
JOB00555,System Administrator,Metfone,IT/Software,Sihanoukville,Internship,Executive,2607,6654,"SQL, Problem Solving, English, SEO","Khmer, English",Bachelor,2025-10-30,True,We are seeking a talented System Administrator to join Metfone. This position offers competitive salary and benefits in IT/Software.
JOB00556,Radiologist,U-Care Pharmacy,Healthcare,Battambang,Contract,Senior,1768,2597,"Problem Solving, Communication, Java, Teamwork, Adobe Illustrator","Khmer, English, French",Bachelor,2025-11-16,True,We are seeking a talented Radiologist to join U-Care Pharmacy. This position offers competitive salary and benefits in Healthcare.
JOB00557,Site Engineer,China State Construction Engineering Corporation,Construction,Phnom Penh,Part-time,Executive,2143,6576,"Microsoft Office, HTML/CSS, Accounting, Communication","Khmer, English",PhD,2025-11-29,True,We are seeking a talented Site Engineer to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB00558,Fleet Coordinator,Lanmei Airlines,Transportation,Takeo,Part-time,Mid Level,602,1701,"Data Analysis, Project Management, English, Customer Service","Khmer, English, Chinese",Master,2025-11-29,True,We are seeking a talented Fleet Coordinator to join Lanmei Airlines. This position offers competitive salary and benefits in Transportation.
JOB00559,Project Coordinator,Halo Trust Cambodia,NGO/Non-Profit,Prey Veng,Internship,Executive,2903,8462,"Chinese, JavaScript, Adobe Illustrator, Driving License",Khmer,Bachelor,2025-09-24,False,We are seeking a talented Project Coordinator to join Halo Trust Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00560,Loan Officer,Cambodian Securities Exchange,Banking/Finance,Kampong Cham,Internship,Senior,1389,4399,"Adobe Illustrator, Chinese, PHP, SEO, Microsoft Office",English,Diploma,2025-11-20,True,We are seeking a talented Loan Officer to join Cambodian Securities Exchange. This position offers competitive salary and benefits in Banking/Finance.
JOB00561,QA Engineer,Smart Axiata,IT/Software,Takeo,Internship,Senior,1503,4157,"Adobe Illustrator, French, Data Analysis, PHP, Photography",Khmer,High School,2025-10-21,False,We are seeking a talented QA Engineer to join Smart Axiata. This position offers competitive salary and benefits in IT/Software.
JOB00562,Branch Manager,PPF Bank,Banking/Finance,Prey Veng,Internship,Senior,1789,3927,"Java, Adobe Illustrator, Driving License, Problem Solving, Chinese",Khmer,Bachelor,2025-09-20,True,We are seeking a talented Branch Manager to join PPF Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB00563,Fleet Coordinator,Cambodia Post,Transportation,Kampong Cham,Part-time,Executive,3394,6207,"Python, Node.js, HTML/CSS, Adobe Illustrator",English,None,2025-09-25,True,We are seeking a talented Fleet Coordinator to join Cambodia Post. This position offers competitive salary and benefits in Transportation.
JOB00564,Lab Technician,Sunrise Japan Hospital,Healthcare,Kampong Cham,Internship,Mid Level,837,1717,"Photography, HTML/CSS, React, Social Media, Excel","Khmer, English, Chinese",None,2025-11-13,True,We are seeking a talented Lab Technician to join Sunrise Japan Hospital. This position offers competitive salary and benefits in Healthcare.
JOB00565,Driver,Mekong Express,Transportation,Siem Reap,Full-time,Mid Level,903,1203,"Photography, Digital Marketing, Excel, Adobe Photoshop, Communication, HTML/CSS","Khmer, English",Bachelor,2025-11-16,True,We are seeking a talented Driver to join Mekong Express. This position offers competitive salary and benefits in Transportation.
JOB00566,Quality Control Inspector,Bright Sky (Cambodia) Apparel,Manufacturing,Battambang,Part-time,Entry Level,265,1080,"Java, Accounting, Customer Service, Leadership",English,Master,2025-09-20,False,We are seeking a talented Quality Control Inspector to join Bright Sky (Cambodia) Apparel. This position offers competitive salary and benefits in Manufacturing.
JOB00567,Front Desk Officer,Park Hyatt Siem Reap,Hospitality/Tourism,Siem Reap,Contract,Senior,1087,4047,"SEO, JavaScript, Problem Solving",English,Master,2025-09-14,True,We are seeking a talented Front Desk Officer to join Park Hyatt Siem Reap. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00568,IT Support Specialist,Smart Axiata,IT/Software,Phnom Penh,Full-time,Entry Level,320,1096,"Python, Adobe Illustrator, Time Management, French",English,Bachelor,2025-09-23,True,We are seeking a talented IT Support Specialist to join Smart Axiata. This position offers competitive salary and benefits in IT/Software.
JOB00569,Delivery Driver,Little Fashion Cambodia,E-commerce,Kampong Thom,Internship,Senior,1322,3481,"Java, Accounting, Driving License, PowerPoint, Video Editing, French",Khmer,Master,2025-08-20,True,We are seeking a talented Delivery Driver to join Little Fashion Cambodia. This position offers competitive salary and benefits in E-commerce.
JOB00570,Driver,Cambodia Post,Transportation,Kampong Cham,Part-time,Entry Level,372,1043,"English, Chinese, Photography, Customer Service, Python","Khmer, English, Chinese",High School,2025-09-19,True,We are seeking a talented Driver to join Cambodia Post. This position offers competitive salary and benefits in Transportation.
JOB00571,Field Supervisor,Confirel Agriculture,Agriculture,Kampong Speu,Internship,Executive,2478,9970,"Social Media, Driving License, Chinese",Khmer,None,2025-10-21,True,We are seeking a talented Field Supervisor to join Confirel Agriculture. This position offers competitive salary and benefits in Agriculture.
JOB00572,Property Manager,Borey Peng Huoth,Real Estate,Siem Reap,Contract,Entry Level,182,1009,"PowerPoint, English, Teamwork, Java, Problem Solving, SEO","Khmer, English, French",Diploma,2025-11-08,True,We are seeking a talented Property Manager to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB00573,Financial Analyst,AMK Microfinance,Banking/Finance,Sihanoukville,Contract,Entry Level,261,529,"Time Management, Node.js, Adobe Photoshop, Microsoft Office, SEO, Problem Solving",Khmer,None,2025-11-22,False,We are seeking a talented Financial Analyst to join AMK Microfinance. This position offers competitive salary and benefits in Banking/Finance.
JOB00574,Site Engineer,Muhibbah Engineering,Construction,Kampong Chhnang,Full-time,Senior,1892,3416,"Adobe Illustrator, Driving License, Teamwork, Leadership, Node.js","Khmer, English, Chinese",High School,2025-11-25,True,We are seeking a talented Site Engineer to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB00575,Warehouse Manager,WownowKh,E-commerce,Kampong Thom,Part-time,Mid Level,518,2373,"Adobe Illustrator, Python, Data Analysis, Java, Customer Service",English,Master,2025-10-30,True,We are seeking a talented Warehouse Manager to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB00576,Content Writer,MYTV,Media/Advertising,Phnom Penh,Internship,Mid Level,509,2009,"Excel, Project Management, Teamwork, French, Khmer","Khmer, English",PhD,2025-11-03,True,We are seeking a talented Content Writer to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB00577,Operations Manager,Grab Cambodia,Transportation,Siem Reap,Contract,Senior,1316,4557,"Communication, Problem Solving, Excel, Social Media, Customer Service, JavaScript","Khmer, English, Chinese",Diploma,2025-08-26,True,We are seeking a talented Operations Manager to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB00578,Farm Manager,Angkor Kasekam Roongroeung,Agriculture,Kampong Speu,Internship,Entry Level,386,683,"PowerPoint, JavaScript, Video Editing, SEO, Driving License",English,Bachelor,2025-09-04,True,We are seeking a talented Farm Manager to join Angkor Kasekam Roongroeung. This position offers competitive salary and benefits in Agriculture.
JOB00579,Field Officer,Plan International Cambodia,NGO/Non-Profit,Prey Veng,Internship,Senior,1289,3299,"Microsoft Office, Digital Marketing, Java","Khmer, English, Chinese",Master,2025-09-17,True,We are seeking a talented Field Officer to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
